#OTU ID,Phylum,LA02,LA0210,LA1020,LB02,LB0210,LB1020,LC02,LC1020,OPA02,OPA0210,OPB02,OPB0210,OPB1020,OPC0210,OPC1020,PA02,PA0210 ,PA1020,PB02,PB0210,PB1020,PC02,PC0210,PC1020
OTU_2243,Proteobacteria,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,0,3,2,0,0,0
OTU_16288,Proteobacteria,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_8372,Proteobacteria,0,0,0,0,0,0,0,0,6,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0
OTU_23588,Proteobacteria,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,1,0,1,0,0
OTU_15926,Proteobacteria,0,0,0,0,0,0,0,0,0,3,0,3,1,3,2,0,0,0,0,0,0,0,0,0
OTU_1342,Proteobacteria,0,0,0,0,0,0,6,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0
OTU_1921,Proteobacteria,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0
OTU_2077,Proteobacteria,0,0,0,0,0,0,0,0,0,3,1,6,0,1,1,0,0,0,0,0,0,0,0,0
OTU_7142,Proteobacteria,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
OTU_9240,Proteobacteria,0,0,0,0,0,0,3,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0
OTU_3610,Proteobacteria,0,3,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4568,Proteobacteria,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3162,Proteobacteria,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,1,1,1
OTU_8906,Proteobacteria,0,1,0,2,1,0,0,0,1,0,1,0,1,2,0,0,1,0,0,1,0,1,0,0
OTU_17782,Proteobacteria,1,0,0,0,0,0,0,0,0,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0
OTU_23855,Proteobacteria,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,5,0,0,2
OTU_29660,Proteobacteria,0,7,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
OTU_15289,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0
OTU_12521,Proteobacteria,0,0,0,0,0,0,0,0,0,1,2,0,3,1,5,0,0,0,0,0,0,0,0,0
OTU_9214,Proteobacteria,0,1,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0
OTU_2040,Proteobacteria,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_561,Proteobacteria,0,0,0,0,0,1,0,1,0,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0
OTU_749,Proteobacteria,0,0,0,0,0,0,2,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0
OTU_14581,Proteobacteria,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,4,0,0
OTU_828,Proteobacteria,0,0,0,0,0,1,0,0,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0
OTU_20934,Proteobacteria,0,0,0,0,0,0,2,0,0,2,0,3,1,1,2,0,0,0,0,0,0,0,0,0
OTU_323,Proteobacteria,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0
OTU_4553,Proteobacteria,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1
OTU_22953,Proteobacteria,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_510,Proteobacteria,0,0,0,0,0,0,1,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0
OTU_335,Proteobacteria,0,0,0,0,0,0,2,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_102,Proteobacteria,0,0,0,0,0,0,0,0,2,3,1,0,1,2,1,0,0,0,0,1,0,0,0,0
OTU_238,Proteobacteria,0,0,0,0,0,0,0,0,0,5,0,1,2,0,3,0,0,0,0,0,0,0,0,0
OTU_18968,Proteobacteria,0,2,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0
OTU_1673,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0
OTU_5836,Proteobacteria,1,1,0,0,1,0,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0
OTU_859,Proteobacteria,0,0,0,0,0,0,0,1,0,5,0,1,0,1,2,0,0,0,0,0,0,0,0,1
OTU_2443,Proteobacteria,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,1,0,1,0,0,0,0,1,1
OTU_16997,Proteobacteria,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0
OTU_4672,Proteobacteria,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,2,0,0,2,0
OTU_1357,Proteobacteria,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1
OTU_1463,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,1,3,0,4,1,0,0,0,0,0,0,0,0
OTU_3929,Proteobacteria,0,0,1,2,0,0,0,0,0,2,0,1,2,0,0,1,0,1,0,0,0,0,1,0
OTU_7327,Proteobacteria,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1770,Proteobacteria,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,1
OTU_7905,Proteobacteria,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,1,0,2,0
OTU_6996,Proteobacteria,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_14156,Proteobacteria,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
OTU_25586,Proteobacteria,0,0,0,0,0,0,0,0,0,1,1,3,0,1,2,1,0,0,0,0,0,0,1,1
OTU_7892,Proteobacteria,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0
OTU_11362,Proteobacteria,0,1,2,1,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3492,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
OTU_7172,Proteobacteria,0,0,0,0,0,0,0,0,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0
OTU_5511,Proteobacteria,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,1
OTU_4773,Proteobacteria,0,1,0,0,1,0,1,1,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0
OTU_3471,Proteobacteria,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,0,0,0,2,0,0,0,0,0
OTU_5188,Proteobacteria,0,0,0,0,0,0,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0
OTU_6114,Proteobacteria,4,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0
OTU_16707,Proteobacteria,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0
OTU_7989,Proteobacteria,1,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,1,0,0,0,1,0,1,0
OTU_9339,Proteobacteria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,2,0
OTU_21699,Proteobacteria,0,0,0,0,0,0,5,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
OTU_41,Proteobacteria,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,1,0,0,0,1,0
OTU_650,Proteobacteria,0,0,0,0,0,0,1,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0
OTU_1596,Proteobacteria,0,0,0,0,0,0,4,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0
OTU_28488,Proteobacteria,0,0,0,0,0,0,1,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,0,0
OTU_208,Proteobacteria,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,0,0,0,0,0,0,0,0,0
OTU_655,Proteobacteria,0,0,0,0,0,0,1,0,0,2,2,0,0,0,4,0,1,0,0,0,0,0,0,0
OTU_742,Proteobacteria,0,0,0,0,0,0,2,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0
OTU_10728,Proteobacteria,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
OTU_11851,Proteobacteria,0,1,0,0,0,0,0,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0
OTU_3671,Proteobacteria,0,0,0,0,0,0,3,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU_393,Proteobacteria,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0
OTU_24576,Proteobacteria,0,0,0,0,0,0,2,0,1,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0
OTU_3433,Proteobacteria,0,0,0,0,0,0,0,0,1,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0
OTU_8002,Proteobacteria,0,0,0,0,0,0,0,0,0,5,2,0,1,0,2,0,0,0,0,0,0,0,0,0
OTU_667,Proteobacteria,0,0,0,0,0,0,2,1,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0
OTU_26220,Proteobacteria,0,0,0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0
OTU_315,Proteobacteria,0,0,0,0,0,0,3,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0
OTU_2124,Proteobacteria,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0
OTU_3998,Proteobacteria,0,0,0,0,0,1,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
OTU_7184,Proteobacteria,0,0,0,0,0,1,1,1,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1
OTU_591,Proteobacteria,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2,0,1,0,0,0,0,0,0
OTU_13059,Proteobacteria,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OTU_3721,Proteobacteria,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_1766,Proteobacteria,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,2,0,0,0,0,0
OTU_22475,Proteobacteria,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
OTU_3891,Proteobacteria,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,0,1,0,0,2,0,0,0,0
OTU_1371,Proteobacteria,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0
OTU_3760,Proteobacteria,1,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,1,1,0,0,0
OTU_1493,Proteobacteria,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_8556,Proteobacteria,0,0,0,0,0,0,2,0,0,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0
OTU_1695,Proteobacteria,0,0,0,0,0,0,1,0,0,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0
OTU_6485,Proteobacteria,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,3,0,0,1,0,0
OTU_10146,Proteobacteria,1,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0
OTU_27989,Proteobacteria,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,3,1,0,0,1,0
OTU_12801,Proteobacteria,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,3,0,0,0,0,0
OTU_7634,Proteobacteria,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0
OTU_12821,Proteobacteria,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0
OTU_1624,Proteobacteria,0,0,0,0,0,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,1,0,0,0
OTU_7809,Proteobacteria,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_16789,Proteobacteria,0,0,0,0,0,0,0,0,0,1,0,1,6,0,1,0,0,0,1,0,0,0,0,0
OTU_5179,Proteobacteria,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0
OTU_4324,Proteobacteria,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_6766,Proteobacteria,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
OTU_5981,Proteobacteria,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,2,0
OTU_6175,Proteobacteria,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1
OTU_6082,Proteobacteria,3,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
OTU_461,Proteobacteria,0,0,1,0,0,0,3,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_15529,Proteobacteria,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0
OTU_536,Proteobacteria,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1491,Proteobacteria,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
OTU_540,Proteobacteria,0,0,0,0,0,0,0,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1
OTU_556,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0
OTU_4236,Proteobacteria,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5674,Proteobacteria,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0
OTU_514,Proteobacteria,0,0,0,0,0,0,0,0,0,1,0,3,2,0,3,0,0,0,0,0,0,0,0,0
OTU_4066,Proteobacteria,0,0,0,0,0,0,0,0,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0
OTU_338,Proteobacteria,0,0,0,0,0,0,2,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_8533,Proteobacteria,0,0,0,0,0,0,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU_21177,Proteobacteria,0,0,0,0,0,0,0,0,2,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0
OTU_388,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,1,1,0,5,0,0,0,0,0,0,0,0,0
OTU_1694,Proteobacteria,0,0,0,0,0,0,0,1,0,2,0,1,2,0,2,1,0,0,0,0,0,0,0,0
OTU_1076,Proteobacteria,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_1472,Proteobacteria,0,0,0,0,1,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,1
OTU_3173,Proteobacteria,0,0,0,0,0,0,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
OTU_3075,Proteobacteria,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
OTU_4091,Proteobacteria,0,0,0,0,0,0,3,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
OTU_11199,Proteobacteria,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0
OTU_21117,Proteobacteria,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,0,1,0,0,0,1,0
OTU_2800,Proteobacteria,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,1,1,0,0,0,0,0,0
OTU_635,Proteobacteria,0,0,0,0,0,0,2,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0
OTU_1929,Proteobacteria,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,0,0,2,0,0,0,0,0
OTU_7608,Proteobacteria,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0
OTU_14388,Proteobacteria,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
OTU_13750,Proteobacteria,0,2,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_5530,Proteobacteria,0,0,0,0,0,0,0,1,0,0,2,2,0,3,0,1,0,0,0,0,0,0,0,0
OTU_18495,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,3,1
OTU_21777,Proteobacteria,0,0,0,0,0,0,1,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0
OTU_5185,Proteobacteria,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0
OTU_13809,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0
OTU_17260,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5,0
OTU_3465,Proteobacteria,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0
OTU_11742,Proteobacteria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1
OTU_1882,Proteobacteria,0,0,0,0,0,0,1,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,1
OTU_4069,Proteobacteria,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,2,0
OTU_6733,Proteobacteria,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
OTU_24419,Proteobacteria,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,3,0
OTU_2963,Proteobacteria,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
OTU_30616,Proteobacteria,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
OTU_4570,Proteobacteria,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1
OTU_6354,Proteobacteria,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0
OTU_4134,Proteobacteria,0,0,0,0,0,1,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_12237,Proteobacteria,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
OTU_11906,Proteobacteria,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
OTU_14068,Proteobacteria,0,0,0,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
OTU_27958,Proteobacteria,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
OTU_11267,Proteobacteria,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
OTU_1679,Proteobacteria,0,0,0,0,0,0,2,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
OTU_19510,Proteobacteria,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_8544,Proteobacteria,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
OTU_425,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0
OTU_5231,Proteobacteria,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1
OTU_16363,Proteobacteria,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1
OTU_860,Proteobacteria,0,0,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_754,Proteobacteria,0,0,0,0,0,0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU_288,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0
OTU_6914,Proteobacteria,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0
OTU_394,Proteobacteria,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2682,Proteobacteria,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,1
OTU_911,Proteobacteria,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,2,0,0,0,0,0
OTU_3107,Proteobacteria,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_3249,Proteobacteria,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
OTU_2057,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,1,0,0,0,0
OTU_1016,Proteobacteria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0
OTU_440,Proteobacteria,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_22260,Proteobacteria,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1004,Proteobacteria,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU_1988,Proteobacteria,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0
OTU_12892,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0,0,0,0,0,0,0
OTU_1846,Proteobacteria,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0
OTU_3115,Proteobacteria,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0
OTU_2474,Proteobacteria,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
OTU_5672,Proteobacteria,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0
OTU_3254,Proteobacteria,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0
OTU_25338,Proteobacteria,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
OTU_13206,Proteobacteria,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4695,Proteobacteria,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,1,0,1,0
OTU_2341,Proteobacteria,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,2,0
OTU_13268,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0
OTU_7818,Proteobacteria,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1
OTU_24789,Proteobacteria,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0
OTU_2736,Proteobacteria,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0
OTU_1435,Proteobacteria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
OTU_4895,Proteobacteria,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_11078,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,0,0,0,0
OTU_21854,Proteobacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2
OTU_10841,Proteobacteria,0,0,0,0,0,0,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
OTU_2039,Proteobacteria,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_11996,Proteobacteria,0,0,0,0,0,0,2,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
OTU_5849,Proteobacteria,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3
OTU_8311,Proteobacteria,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0
OTU_8432,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,2
OTU_4525,Proteobacteria,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0
OTU_21352,Proteobacteria,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
OTU_18639,Proteobacteria,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0
OTU_10301,Proteobacteria,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_12469,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
OTU_17892,Proteobacteria,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_27746,Proteobacteria,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
OTU_4260,Proteobacteria,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_11610,Proteobacteria,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
OTU_4273,Proteobacteria,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,2
OTU_9714,Proteobacteria,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
OTU_16575,Proteobacteria,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,0,0,0,0
OTU_14023,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0
OTU_6943,Proteobacteria,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
OTU_23910,Proteobacteria,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
OTU_13023,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
OTU_20122,Proteobacteria,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
