#OTU ID,Phylum,LA02,LA0210,LA1020,LB02,LB0210,LB1020,LC02,LC1020,OPA02,OPA0210,OPB02,OPB0210,OPB1020,OPC0210,OPC1020,PA02,PA0210 ,PA1020,PB02,PB0210,PB1020,PC02,PC0210,PC1020
OTU_5311,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_27922,Chlamydiae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_7460,Chlamydiae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_14830,Chlamydiae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_6241,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_26938,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_14336,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_14271,Chlamydiae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_18226,Chlamydiae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20713,Chlamydiae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_17410,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_10387,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_14124,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_10975,Chlamydiae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19011,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_19150,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2957,Chlamydiae,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_17858,Chlamydiae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_6185,Chlamydiae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2781,Chlamydiae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_12806,Chlamydiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_19911,Chlamydiae,196,93,191,215,97,234,15,156,52,13,98,41,39,94,18,101,233,194,98,174,158,192,110,58
OTU_26,Chlamydiae,188,12,65,284,55,251,4,103,8,11,11,23,22,5,5,103,292,198,50,86,78,119,272,118
OTU_17,Chlamydiae,49,83,80,211,57,85,32,105,88,27,42,35,67,56,15,50,79,116,78,106,82,73,57,58
OTU_75,Chlamydiae,128,238,85,58,161,30,3,54,52,5,20,49,22,19,3,15,60,42,52,112,99,126,83,82
OTU_149,Chlamydiae,41,32,75,34,47,52,5,39,12,8,25,16,24,18,10,47,65,69,55,50,24,48,57,48
OTU_18497,Chlamydiae,63,24,40,52,37,92,4,34,13,10,23,12,10,16,2,25,68,60,17,45,29,64,19,17
OTU_101,Chlamydiae,32,17,7,30,15,34,17,24,59,75,35,45,40,38,37,17,39,30,4,30,30,12,42,57
OTU_1142,Chlamydiae,50,45,53,36,38,53,1,41,9,3,16,6,13,18,5,30,44,34,27,37,35,51,14,16
OTU_321,Chlamydiae,29,7,15,49,14,10,1,10,8,2,3,1,0,2,0,11,52,62,10,39,24,32,20,11
OTU_470,Chlamydiae,0,0,0,0,0,0,0,0,289,1,3,17,71,13,2,0,0,1,0,0,3,0,1,6
OTU_342,Chlamydiae,21,8,7,25,7,6,0,21,3,1,0,1,0,3,0,3,28,21,42,85,64,12,7,10
OTU_26425,Chlamydiae,12,32,4,21,9,8,9,15,32,12,3,15,10,23,8,4,6,9,4,10,15,22,16,14
OTU_6601,Chlamydiae,6,7,1,3,5,4,1,6,57,4,17,51,20,59,5,6,2,0,2,3,2,2,17,6
OTU_19505,Chlamydiae,23,9,3,51,18,10,0,19,2,0,2,0,2,0,0,2,15,21,8,43,25,12,5,0
OTU_1108,Chlamydiae,23,16,39,7,15,18,2,6,11,6,4,5,11,7,3,9,4,2,20,17,2,15,3,2
OTU_2032,Chlamydiae,18,6,42,6,4,7,6,9,1,2,9,7,5,15,7,18,4,3,21,13,7,12,11,6
OTU_30682,Chlamydiae,15,10,20,16,10,32,1,8,2,1,2,1,2,3,2,5,12,19,13,16,11,19,8,5
OTU_30598,Chlamydiae,21,31,6,18,35,17,9,11,1,1,4,0,2,3,0,1,5,11,2,7,8,25,2,3
OTU_7837,Chlamydiae,13,10,19,11,7,30,0,16,3,0,3,0,1,0,1,12,13,14,4,15,11,14,12,6
OTU_3300,Chlamydiae,5,1,17,8,4,19,11,7,4,2,14,17,4,26,0,21,0,2,23,7,5,8,4,1
OTU_3807,Chlamydiae,12,5,50,19,5,32,3,12,0,1,5,2,3,4,0,7,6,3,4,6,4,23,2,1
OTU_695,Chlamydiae,21,4,3,22,1,21,0,14,3,2,2,3,2,3,1,10,29,21,7,7,2,8,10,3
OTU_30603,Chlamydiae,2,2,6,3,2,0,3,1,6,4,23,11,9,43,6,6,7,2,8,0,0,0,17,1
OTU_15788,Chlamydiae,1,4,1,0,2,1,12,5,10,15,12,9,6,16,15,3,4,5,0,3,2,3,3,12
OTU_2119,Chlamydiae,2,2,13,3,3,12,0,7,10,2,3,4,4,6,6,18,4,7,8,3,2,4,11,1
OTU_14337,Chlamydiae,19,9,6,6,16,8,1,2,1,0,2,0,0,0,0,2,5,10,0,5,7,11,9,7
OTU_16275,Chlamydiae,11,3,7,3,6,6,11,7,0,0,7,6,0,13,2,9,1,0,17,4,0,5,6,1
OTU_23878,Chlamydiae,9,9,13,1,5,4,1,2,14,0,3,4,2,5,1,5,7,3,4,8,13,7,1,3
OTU_127,Chlamydiae,19,4,10,4,5,5,3,7,0,3,4,0,1,0,0,11,6,4,12,9,2,11,0,0
OTU_30108,Chlamydiae,4,2,2,6,2,9,4,8,1,1,15,1,1,17,1,7,7,1,9,2,4,6,3,6
OTU_17182,Chlamydiae,4,1,4,7,0,3,0,2,8,0,3,6,1,6,0,5,4,30,1,9,4,2,8,6
OTU_27677,Chlamydiae,1,0,0,1,0,0,2,0,24,12,4,15,13,12,9,0,0,0,0,0,0,0,2,3
OTU_14803,Chlamydiae,1,0,0,0,3,6,2,7,0,9,3,4,10,5,4,12,4,0,4,0,2,0,16,1
OTU_1527,Chlamydiae,21,13,6,9,12,6,0,3,0,0,0,0,0,0,0,0,1,5,0,1,1,10,2,0
OTU_265,Chlamydiae,2,13,1,1,11,2,0,3,5,0,1,1,0,3,0,0,2,6,0,8,14,8,2,2
OTU_15027,Chlamydiae,8,2,13,3,2,7,1,6,0,0,0,0,1,1,0,4,4,4,9,6,1,4,2,1
OTU_5966,Chlamydiae,1,1,3,0,0,1,1,0,0,1,0,0,0,0,0,3,1,7,1,5,13,0,2,39
OTU_422,Chlamydiae,0,0,0,0,0,0,5,0,4,0,14,2,2,41,0,0,0,0,0,0,0,0,0,1
OTU_23468,Chlamydiae,5,2,5,6,0,3,2,5,1,0,6,3,1,6,0,7,2,0,4,4,1,2,2,0
OTU_23991,Chlamydiae,3,0,0,0,0,0,0,0,20,0,10,5,4,18,0,0,1,2,1,0,0,0,1,0
OTU_11876,Chlamydiae,2,2,2,5,2,0,1,1,3,2,0,4,3,1,0,1,3,3,0,13,14,0,3,0
OTU_1757,Chlamydiae,0,4,1,0,0,0,2,0,10,1,0,4,5,0,0,0,1,4,1,2,12,1,4,12
OTU_11316,Chlamydiae,0,0,1,0,0,1,6,2,6,4,16,4,1,14,2,1,0,0,0,1,0,0,1,0
OTU_16895,Chlamydiae,3,20,8,0,2,2,0,2,4,0,1,0,0,0,0,0,4,0,2,3,1,4,1,1
OTU_23936,Chlamydiae,3,3,4,2,1,4,1,0,9,0,4,2,5,4,0,2,1,6,3,1,0,0,2,1
OTU_4700,Chlamydiae,2,0,0,1,1,1,0,1,10,1,0,6,16,0,0,0,3,4,1,2,4,1,2,0
OTU_23225,Chlamydiae,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,30,1,4,8
OTU_1277,Chlamydiae,11,4,11,5,4,4,0,0,1,0,1,0,0,0,0,0,1,6,1,1,0,4,0,0
OTU_458,Chlamydiae,0,1,0,1,0,1,1,0,2,6,4,6,7,8,7,0,1,0,1,2,3,0,2,0
OTU_22142,Chlamydiae,0,0,0,0,0,0,0,0,19,0,6,8,10,5,3,0,0,0,0,0,0,0,0,1
OTU_12280,Chlamydiae,5,1,6,6,2,0,0,9,2,0,1,1,0,2,0,0,3,0,5,1,0,4,1,0
OTU_29045,Chlamydiae,1,0,0,0,0,0,1,0,5,2,1,5,4,5,2,3,3,2,1,1,2,0,7,2
OTU_11503,Chlamydiae,0,0,0,2,0,0,0,4,0,1,2,1,4,3,0,3,1,1,10,4,0,0,4,1
OTU_1621,Chlamydiae,0,0,0,0,0,1,0,3,1,1,0,4,3,0,1,2,1,2,0,4,7,1,5,3
OTU_20629,Chlamydiae,8,2,3,0,4,1,0,2,0,0,0,0,0,0,0,1,2,1,3,2,4,3,1,2
OTU_4615,Chlamydiae,1,8,1,2,5,1,0,0,2,0,0,0,6,0,0,0,2,1,0,1,3,2,0,1
OTU_27427,Chlamydiae,0,0,0,2,0,1,10,1,1,4,3,1,0,0,5,5,0,0,1,0,0,0,0,0
OTU_6489,Chlamydiae,2,4,0,1,4,1,0,3,0,0,1,2,1,2,3,0,1,1,1,4,2,1,0,0
OTU_17272,Chlamydiae,1,0,1,1,1,1,4,1,2,4,3,4,1,1,1,1,1,2,2,0,0,0,1,0
OTU_17936,Chlamydiae,0,5,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4,11,5,0,0
OTU_1526,Chlamydiae,0,0,1,0,0,1,2,4,0,0,3,2,0,2,1,4,2,0,3,2,0,0,3,1
OTU_1231,Chlamydiae,0,0,0,0,0,0,0,1,2,2,6,2,4,8,4,0,0,0,0,0,0,1,1,0
OTU_3413,Chlamydiae,0,0,0,0,0,0,1,0,3,5,0,7,7,4,3,0,0,0,0,0,0,0,0,0
OTU_21334,Chlamydiae,3,0,6,0,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,7,4,0
OTU_7823,Chlamydiae,0,1,2,1,0,7,0,2,0,1,2,0,0,2,1,5,0,0,1,2,0,0,0,0
OTU_24870,Chlamydiae,1,2,0,1,5,0,0,0,1,0,0,1,0,4,0,8,0,0,0,0,0,2,1,0
OTU_7972,Chlamydiae,4,1,3,0,0,2,0,4,0,1,0,0,0,0,0,4,2,0,0,1,1,1,0,0
OTU_9481,Chlorobi,0,0,0,0,0,0,2,0,5,3,7,1,2,2,2,0,0,0,0,0,0,0,0,0
OTU_203,Chlorobi,0,0,0,0,0,0,3,3,3,0,1,2,1,3,2,3,0,0,0,0,0,1,0,0
OTU_8618,Chlorobi,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,4,0,1
OTU_2725,Chlorobi,1,0,0,2,0,0,4,1,0,0,0,4,1,0,1,2,0,1,1,1,0,1,1,0
OTU_7450,Chlorobi,0,0,0,0,0,0,0,0,14,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1
OTU_21829,Chlorobi,1,0,1,0,0,2,2,1,0,0,3,1,0,1,1,2,0,1,2,2,0,0,0,0
OTU_15995,Chlorobi,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,1,1,1
OTU_2350,Chlorobi,0,0,0,0,0,0,0,0,0,0,9,0,4,5,1,0,0,0,0,0,0,0,0,0
OTU_6926,Chlorobi,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_257,Chlorobi,1,0,3,1,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,2,0,1,3,0
OTU_24227,Chlorobi,0,0,3,2,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0
OTU_134,Chlorobi,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_17226,Chlorobi,0,3,0,0,0,4,0,0,1,0,0,1,0,0,0,1,3,3,0,0,0,0,0,0
OTU_14451,Chlorobi,0,0,0,2,4,0,0,0,1,0,0,2,0,1,0,4,1,1,0,0,0,0,0,0
OTU_88,Chlorobi,0,0,0,0,0,0,0,0,0,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0
OTU_18504,Chlorobi,0,0,0,0,0,0,3,0,0,2,3,1,0,4,1,0,0,0,0,0,0,0,0,0
OTU_11825,Chlorobi,1,0,0,1,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,1,0,1,1
OTU_193,Chlorobi,0,0,0,0,0,0,1,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_14704,Chlorobi,0,0,0,0,0,0,3,0,0,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0
OTU_711,Chlorobi,0,0,0,0,0,0,0,0,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0
OTU_1354,Chlorobi,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0
OTU_1776,Chlorobi,1,0,0,0,0,2,0,0,0,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0
OTU_4644,Chlorobi,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0
OTU_21730,Chlorobi,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0
OTU_14297,Chlorobi,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,1,0,0,0,0
OTU_982,Chloroflexi,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_3196,Chloroflexi,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0
OTU_5399,Chloroflexi,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_28065,Chloroflexi,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
OTU_24904,Chloroflexi,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
OTU_7310,Chloroflexi,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1688,Chloroflexi,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU_27990,Chloroflexi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0
OTU_30546,Chloroflexi,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0
OTU_26978,Chloroflexi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
OTU_24283,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0
OTU_4779,Chloroflexi,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
OTU_16719,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
OTU_24300,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
OTU_23043,Chloroflexi,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19213,Chloroflexi,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_19949,Chloroflexi,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_5355,Chloroflexi,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_578,Chloroflexi,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
OTU_29323,Chloroflexi,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_251,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_380,Chloroflexi,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_592,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_26884,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
OTU_2839,Chloroflexi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_21010,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU_27194,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_25697,Chloroflexi,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_5296,Chloroflexi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_24245,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_9969,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_23862,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_23546,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_26242,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_7999,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_25234,Chloroflexi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_12567,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0
OTU_23809,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_8339,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_23111,Chloroflexi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_730,Chloroflexi,3,12,1,2,9,9,2,0,3,0,1,3,1,0,0,3,4,10,0,3,0,0,2,6
OTU_3134,Chloroflexi,3,2,0,0,3,0,0,0,0,1,6,1,0,1,0,0,0,3,0,0,0,0,2,1
OTU_4276,Chloroflexi,0,0,0,0,1,0,0,0,7,0,3,3,2,3,0,0,0,1,0,0,0,0,0,0
OTU_8384,Chloroflexi,1,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,1,1,2
OTU_28510,Chloroflexi,0,4,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_28567,Chloroflexi,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,0,0,0,0,1
OTU_8952,Chloroflexi,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_11720,Chloroflexi,0,1,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
OTU_6820,Chloroflexi,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15805,Chloroflexi,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_13129,Chloroflexi,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
OTU_4629,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0
OTU_16759,Chloroflexi,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
OTU_6645,Chloroflexi,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22666,Chloroflexi,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
OTU_9448,Chloroflexi,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_23031,Chloroflexi,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_30410,Chloroflexi,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU_15997,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
OTU_12273,Chloroflexi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
OTU_19151,Chloroflexi,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4986,Chloroflexi,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
OTU_18154,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
OTU_7026,Chloroflexi,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_5187,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
OTU_16114,Chloroflexi,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
OTU_11459,Chloroflexi,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_26627,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_23622,Chloroflexi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_24348,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_22692,Chloroflexi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_19733,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
OTU_7150,Chloroflexi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_18969,Chloroflexi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_6158,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_10509,Chloroflexi,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_19556,Chloroflexi,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_13725,Chloroflexi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_20170,Chloroflexi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_25718,Chloroflexi,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_25143,Chloroflexi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_9470,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_22365,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_4268,Chloroflexi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_18039,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_9738,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_23079,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_5649,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_4777,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_26360,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_26055,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15818,Chloroflexi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3972,Chloroflexi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_9663,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_27051,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_27851,Chloroflexi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_18016,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_22225,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_17556,Chloroflexi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_17951,Chloroflexi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_25019,Chloroflexi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21756,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_21439,Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_21894,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_12835,Chloroflexi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_25256,Chloroflexi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_18232,Chloroflexi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
